Date,Value,year,month
199202,39.9,1992,2
199203,41.0,1992,3
199204,45.9,1992,4
199205,53.0,1992,5
199206,55.4,1992,6
199207,60.0,1992,7
199208,61.2,1992,8
199209,55.8,1992,9
199210,49.7,1992,10
199211,38.1,1992,11
199212,31.4,1992,12
199301,33.0,1993,1
199302,35.5,1993,2
199303,42.4,1993,3
199304,43.1,1993,4
199305,49.6,1993,5
199306,54.0,1993,6
199307,57.9,1993,7
199308,58.5,1993,8
199309,54.0,1993,9
199310,48.7,1993,10
199311,36.6,1993,11
199312,32.8,1993,12
199401,34.4,1994,1
199402,33.6,1994,2
199403,40.5,1994,3
199404,43.6,1994,4
199405,48.7,1994,5
199406,55.6,1994,6
199407,61.4,1994,7
199408,60.3,1994,8
199409,55.4,1994,9
199410,45.2,1994,10
199411,32.9,1994,11
199412,33.1,1994,12
199501,38.3,1995,1
199502,40.5,1995,2
199503,39.2,1995,3
199504,41.1,1995,4
199505,47.0,1995,5
199506,52.5,1995,6
199507,59.6,1995,7
199508,59.8,1995,8
199509,56.5,1995,9
199510,47.4,1995,10
199511,43.2,1995,11
199512,37.3,1995,12
199601,36.0,1996,1
199602,39.6,1996,2
199603,39.4,1996,3
199604,43.6,1996,4
199605,49.2,1996,5
199606,55.5,1996,6
199607,63.2,1996,7
199608,61.1,1996,8
199609,54.0,1996,9
199610,46.1,1996,10
199611,40.8,1996,11
199612,37.4,1996,12
199701,36.1,1997,1
199702,35.6,1997,2
199703,40.4,1997,3
199704,43.0,1997,4
199705,53.3,1997,5
199706,55.0,1997,6
199707,59.2,1997,7
199708,60.5,1997,8
199709,57.2,1997,9
199710,45.9,1997,10
199711,41.7,1997,11
199712,33.1,1997,12
199801,36.8,1998,1
199802,36.2,1998,2
199803,38.6,1998,3
199804,40.0,1998,4
199805,44.4,1998,5
199806,52.5,1998,6
199807,61.2,1998,7
199808,61.7,1998,8
199809,56.1,1998,9
199810,44.6,1998,10
199811,38.7,1998,11
199812,31.1,1998,12
199901,34.6,1999,1
199902,34.8,1999,2
199903,36.3,1999,3
199904,39.4,1999,4
199905,46.7,1999,5
199906,53.3,1999,6
199907,58.5,1999,7
199908,58.2,1999,8
199909,55.8,1999,9
199910,48.4,1999,10
199911,41.4,1999,11
199912,33.6,1999,12
200001,36.6,2000,1
200002,38.4,2000,2
200003,38.6,2000,3
200004,44.6,2000,4
200005,50.4,2000,5
200006,57.3,2000,6
200007,58.5,2000,7
200008,60.1,2000,8
200009,54.6,2000,9
200010,46.5,2000,10
200011,34.8,2000,11
200012,35.4,2000,12
200101,32.0,2001,1
200102,33.6,2001,2
200103,40.9,2001,3
200104,39.7,2001,4
200105,53.3,2001,5
200106,56.4,2001,6
200107,59.7,2001,7
200108,60.6,2001,8
200109,56.4,2001,9
200110,49.8,2001,10
200111,41.4,2001,11
200112,34.4,2001,12
200201,32.1,2002,1
200202,35.7,2002,2
200203,36.0,2002,3
200204,43.3,2002,4
200205,47.4,2002,5
200206,56.0,2002,6
200207,62.2,2002,7
200208,58.8,2002,8
200209,55.8,2002,9
200210,45.5,2002,10
200211,40.6,2002,11
200212,35.1,2002,12
200301,39.8,2003,1
200302,35.3,2003,2
200303,39.7,2003,3
200304,39.4,2003,4
200305,48.6,2003,5
200306,56.4,2003,6
200307,63.5,2003,7
200308,60.8,2003,8
200309,57.7,2003,9
200310,50.6,2003,10
200311,36.9,2003,11
200312,35.2,2003,12
200401,34.0,2004,1
200402,34.9,2004,2
200403,43.5,2004,3
200404,43.9,2004,4
200405,49.2,2004,5
200406,55.6,2004,6
200407,61.2,2004,7
200408,60.0,2004,8
200409,54.2,2004,9
200410,46.4,2004,10
200411,37.4,2004,11
200412,35.2,2004,12
200501,35.8,2005,1
200502,38.1,2005,2
200503,40.0,2005,3
200504,40.4,2005,4
200505,49.5,2005,5
200506,52.6,2005,6
200507,63.2,2005,7
200508,60.6,2005,8
200509,52.0,2005,9
200510,46.8,2005,10
200511,40.8,2005,11
200512,36.6,2005,12
200601,35.0,2006,1
200602,35.3,2006,2
200603,34.4,2006,3
200604,42.1,2006,4
200605,50.7,2006,5
200606,58.6,2006,6
200607,64.4,2006,7
200608,58.5,2006,8
200609,54.2,2006,9
200610,45.3,2006,10
200611,40.3,2006,11
200612,33.1,2006,12
200701,29.5,2007,1
200702,36.3,2007,2
200703,40.9,2007,3
200704,43.1,2007,4
200705,49.5,2007,5
200706,55.2,2007,6
200707,62.0,2007,7
200708,61.1,2007,8
200709,53.6,2007,9
200710,46.0,2007,10
200711,41.0,2007,11
200712,31.8,2007,12
200801,32.6,2008,1
200802,34.7,2008,2
200803,37.5,2008,3
200804,40.3,2008,4
200805,48.3,2008,5
200806,55.5,2008,6
200807,61.7,2008,7
200808,61.6,2008,8
200809,56.3,2008,9
200810,47.6,2008,10
200811,42.9,2008,11
200812,32.4,2008,12
200901,35.5,2009,1
200902,35.4,2009,2
200903,37.0,2009,3
200904,40.7,2009,4
200905,52.7,2009,5
200906,54.3,2009,6
200907,62.2,2009,7
200908,59.4,2009,8
200909,57.6,2009,9
200910,45.5,2009,10
200911,38.6,2009,11
200912,32.2,2009,12
201001,36.6,2010,1
201002,37.5,2010,2
201003,37.2,2010,3
201004,39.0,2010,4
201005,44.0,2010,5
201006,55.1,2010,6
201007,61.2,2010,7
201008,58.2,2010,8
201009,54.9,2010,9
201010,49.1,2010,10
201011,37.6,2010,11
201012,37.7,2010,12
201101,34.6,2011,1
201102,32.3,2011,2
201103,38.6,2011,3
201104,41.1,2011,4
201105,44.8,2011,5
201106,53.3,2011,6
201107,60.0,2011,7
201108,59.8,2011,8
201109,57.3,2011,9
201110,48.4,2011,10
201111,37.5,2011,11
201112,30.6,2011,12
201201,34.4,2012,1
201202,35.0,2012,2
201203,37.3,2012,3
201204,43.1,2012,4
201205,49.2,2012,5
201206,54.3,2012,6
201207,59.7,2012,7
201208,62.7,2012,8
201209,57.8,2012,9
201210,48.9,2012,10
201211,41.4,2012,11
201212,34.3,2012,12
201301,31.0,2013,1
201302,33.1,2013,2
201303,41.0,2013,3
201304,44.7,2013,4
201305,50.1,2013,5
201306,57.6,2013,6
201307,63.4,2013,7
201308,59.8,2013,8
201309,55.6,2013,9
201310,44.5,2013,10
201311,40.2,2013,11
201312,32.0,2013,12
201401,37.2,2014,1
201402,39.0,2014,2
201403,41.6,2014,3
201404,44.4,2014,4
201405,50.5,2014,5
201406,56.6,2014,6
201407,64.0,2014,7
201408,60.8,2014,8
201409,58.3,2014,9
201410,50.8,2014,10
201411,42.0,2014,11
201412,38.9,2014,12
201501,37.9,2015,1
201502,41.4,2015,2
201503,43.7,2015,3
201504,43.0,2015,4
201505,48.4,2015,5
201506,59.6,2015,6
201507,61.4,2015,7
201508,62.0,2015,8
201509,58.0,2015,9
201510,52.6,2015,10
201511,36.3,2015,11
201512,32.8,2015,12
201601,36.1,2016,1
201602,39.3,2016,2
201603,41.3,2016,3
201604,45.5,2016,4
201605,49.6,2016,5
201606,58.6,2016,6
201607,61.6,2016,7
201608,61.2,2016,8
201609,54.8,2016,9
201610,49.0,2016,10
201611,41.8,2016,11
201612,33.9,2016,12
201701,34.0,2017,1
201702,39.0,2017,2
201703,41.6,2017,3
201704,43.6,2017,4
201705,49.7,2017,5
201706,58.2,2017,6
201707,63.9,2017,7
201708,63.6,2017,8
201709,56.6,2017,9
201710,47.4,2017,10
201711,43.1,2017,11
201712,35.2,2017,12
201801,39.1,2018,1
201802,34.2,2018,2
201803,38.2,2018,3
201804,44.3,2018,4
201805,50.1,2018,5
201806,56.3,2018,6
201807,65.1,2018,7
201808,61.8,2018,8
201809,56.1,2018,9
201810,48.3,2018,10
201811,40.7,2018,11
201812,35.7,2018,12
201901,36.9,2019,1
201902,32.1,2019,2
201903,38.5,2019,3
201904,46.1,2019,4
201905,46.9,2019,5
201906,56.9,2019,6
201907,61.1,2019,7
201908,62.0,2019,8
201909,55.3,2019,9
201910,44.2,2019,10
201911,40.4,2019,11
201912,36.7,2019,12
202001,35.6,2020,1
202002,36.3,2020,2
202003,37.7,2020,3
202004,44.5,2020,4
202005,50.9,2020,5
202006,56.0,2020,6
202007,61.1,2020,7
202008,64.2,2020,8
202009,59.1,2020,9
202010,51.2,2020,10
202011,38.5,2020,11
202012,34.3,2020,12
202101,35.4,2021,1
202102,36.0,2021,2
202103,36.0,2021,3
202104,44.0,2021,4
202105,50.2,2021,5
202106,60.0,2021,6
202107,65.4,2021,7
202108,62.3,2021,8
202109,57.7,2021,9
202110,46.2,2021,10
202111,43.4,2021,11
202112,34.7,2021,12
202201,34.4,2022,1
202202,33.6,2022,2
202203,39.7,2022,3
202204,42.6,2022,4
202205,48.3,2022,5
202206,57.0,2022,6
202207,62.8,2022,7
202208,64.0,2022,8
202209,60.1,2022,9
202210,49.7,2022,10
202211,35.2,2022,11
202212,34.7,2022,12
202301,34.1,2023,1
202302,32.0,2023,2
202303,35.0,2023,3
202304,42.2,2023,4
202305,49.6,2023,5
202306,53.7,2023,6
202307,63.8,2023,7
202308,62.0,2023,8
202309,55.3,2023,9
202310,49.1,2023,10
202311,40.4,2023,11
202312,38.5,2023,12
202401,37.1,2024,1
202402,37.5,2024,2
202403,38.7,2024,3
202404,42.7,2024,4
202405,49.3,2024,5
202406,59.4,2024,6
202407,66.3,2024,7
202408,61.5,2024,8
202409,57.9,2024,9
202410,51.7,2024,10
202411,37.7,2024,11
